election,year,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
general election,2016,Donegal,Independent,Thomas Pringle,5,12218,117675,,73303,654,"[6220, 19, 8, 251, 191, 700, 133, 95, 105, 769, 1151, 246, 194]","[6220, 6239, 6247, 6498, 6689, 7389, 7522, 7617, 7722, 8491, 9642, 9888, 10082]"
general election,2016,Donegal,Sinn Féin,Padraig MacLochlainn,5,12218,117675,,73303,654,"[5742, 1, 30, 120, 68, 47, 24, 535, 1942, 634, 573, 136, 46]","[5742, 5743, 5773, 5893, 5961, 6008, 6032, 6567, 8509, 9143, 9716, 9852, 9898]"
general election,2016,Donegal,Independent,Tim Jackson,5,12218,117675,,73303,654,"[3580, 5, 16, 151, 282, 285, 205, 126, 140, 1074, 0, 0, 0]","[3580, 3585, 3601, 3752, 4034, 4319, 4524, 4650, 4790, 5864, 0, 0, 0]"
general election,2016,Donegal,Independent,Dessie Shiels,5,12218,117675,,73303,654,"[3724, 0, 15, 247, 180, 122, 175, 34, 43, 0, 0, 0, 0]","[3724, 3724, 3739, 3986, 4166, 4288, 4463, 4497, 4540, 0, 0, 0, 0]"
general election,2016,Donegal,Sinn Féin,Gary Doherty,5,12218,117675,,73303,654,"[4136, 2, 4, 41, 194, 43, 36, 0, 0, 0, 0, 0, 0]","[4136, 4138, 4142, 4183, 4377, 4420, 4456, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Fine Gael,Paddy Harte,5,12218,117675,,73303,654,"[2831, 1, 6, 96, 199, 111, 0, 0, 0, 0, 0, 0, 0]","[2831, 2832, 2838, 2934, 3133, 3244, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Independent Alliance,Niamh Kennedy,5,12218,117675,,73303,654,"[1836, 6, 6, 135, 74, 0, 0, 0, 0, 0, 0, 0, 0]","[1836, 1842, 1848, 1983, 2057, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Independent,Frank McBrearty,5,12218,117675,,73303,654,"[1914, 3, 4, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1914, 1917, 1921, 1981, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Independent,Ian McGarvey,5,12218,117675,,73303,654,"[982, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[982, 982, 989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Green Party,Paula Flanagan,5,12218,117675,,73303,654,"[428, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[428, 442, 443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Independent,Michael Mooney,5,12218,117675,,73303,654,"[397, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[397, 402, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Donegal,Fís Nua,Cordelia Níc Fhearraigh,5,12218,117675,,73303,654,"[70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Fine Gael,Richard Bruton,5,12271,109516,,73625,709,"[9792, 12, 56, 64, 10, 634, 10, 2514, -821, 0, 0, 0, 0, 0, 0]","[9792, 9804, 9860, 9924, 9934, 10568, 10578, 13092, 12271, 12271, 12271, 12271, 12271, 12271, 12271]"
general election,2016,Dublin Bay North ,Fianna Fáil,Seán Haughey,5,12271,109516,,73625,709,"[8007, 22, 65, 29, 34, 32, 43, 61, 52, 966, 67, 2281, 297, 798, 0]","[8007, 8029, 8094, 8123, 8157, 8189, 8232, 8293, 8345, 9311, 9378, 11659, 11956, 12754, 12754]"
general election,2016,Dublin Bay North ,Independents 4 Change,Tommy Broughan,5,12271,109516,,73625,709,"[5361, 37, 113, 67, 200, 78, 182, 27, 34, 484, 240, 180, 732, 1742, 2088]","[5361, 5398, 5511, 5578, 5778, 5856, 6038, 6065, 6099, 6583, 6823, 7003, 7735, 9477, 11565]"
general election,2016,Dublin Bay North ,Sinn Féin,Denise Mitchell,5,12271,109516,,73625,709,"[5039, 12, 16, 14, 166, 8, 255, 5, 2, 56, 2708, 105, 210, 451, 2301]","[5039, 5051, 5067, 5081, 5247, 5255, 5510, 5515, 5517, 5573, 8281, 8386, 8596, 9047, 11348]"
general election,2016,Dublin Bay North ,Independent Alliance,Finian McGrath,5,12271,109516,,73625,709,"[5878, 35, 77, 85, 75, 63, 108, 75, 54, 378, 102, 423, 716, 1484, 1638]","[5878, 5913, 5990, 6075, 6150, 6213, 6321, 6396, 6450, 6828, 6930, 7353, 8069, 9553, 11191]"
general election,2016,Dublin Bay North ,Labour Party,Aodhán Ó Ríordáin,5,12271,109516,,73625,709,"[5675, 8, 18, 219, 12, 251, 18, 380, 476, 242, 21, 224, 1003, 1400, 382]","[5675, 5683, 5701, 5920, 5932, 6183, 6201, 6581, 7057, 7299, 7320, 7544, 8547, 9947, 10329]"
general election,2016,Dublin Bay North ,Anti-Austerity Alliance - People Before Profit,John Lyons,5,12271,109516,,73625,709,"[4409, 46, 77, 68, 381, 21, 1473, 19, 3, 185, 434, 93, 551, 716, 0]","[4409, 4455, 4532, 4600, 4981, 5002, 6475, 6494, 6497, 6682, 7116, 7209, 7760, 8476, 0]"
general election,2016,Dublin Bay North ,Independent,Averil Power,5,12271,109516,,73625,709,"[4911, 23, 118, 93, 149, 235, 149, 90, 60, 409, 101, 336, 994, 0, 0]","[4911, 4934, 5052, 5145, 5294, 5529, 5678, 5768, 5828, 6237, 6338, 6674, 7668, 0, 0]"
general election,2016,Dublin Bay North ,Social Democrats,Cian O'Callaghan,5,12271,109516,,73625,709,"[3864, 11, 34, 184, 35, 51, 82, 52, 34, 240, 50, 159, 0, 0, 0]","[3864, 3875, 3909, 4093, 4128, 4179, 4261, 4313, 4347, 4587, 4637, 4796, 0, 0, 0]"
general election,2016,Dublin Bay North ,Fianna Fáil,Deirdre Heney,5,12271,109516,,73625,709,"[3360, 16, 32, 40, 10, 40, 16, 63, 42, 324, 31, 0, 0, 0, 0]","[3360, 3376, 3408, 3448, 3458, 3498, 3514, 3577, 3619, 3943, 3974, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Sinn Féin,Mícheál Mac Donncha,5,12271,109516,,73625,709,"[3527, 13, 23, 13, 87, 5, 119, 3, 1, 59, 0, 0, 0, 0, 0]","[3527, 3540, 3563, 3576, 3663, 3668, 3787, 3790, 3791, 3850, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Renua,Terence Flanagan,5,12271,109516,,73625,709,"[3205, 68, 29, 46, 24, 46, 44, 63, 63, 0, 0, 0, 0, 0, 0]","[3205, 3273, 3302, 3348, 3372, 3418, 3462, 3525, 3588, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Fine Gael,Naoise Ó Muirí,5,12271,109516,,73625,709,"[2868, 2, 5, 30, 3, 468, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[2868, 2870, 2875, 2905, 2908, 3376, 3381, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Anti-Austerity Alliance - People Before Profit,Michael O'Brien,5,12271,109516,,73625,709,"[2236, 17, 18, 11, 277, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2236, 2253, 2271, 2282, 2559, 2562, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Fine Gael,Stephanie Regan,5,12271,109516,,73625,709,"[1857, 8, 18, 56, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1857, 1865, 1883, 1939, 1957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Independent,Damien O'Neill,5,12271,109516,,73625,709,"[1446, 24, 36, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1446, 1470, 1506, 1517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Green Party,Donna Cooney,5,12271,109516,,73625,709,"[1024, 14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1024, 1038, 1055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Independent,Jimmy Guerin,5,12271,109516,,73625,709,"[756, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[756, 782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Independent,Paul Clarke,5,12271,109516,,73625,709,"[306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay North ,Independent,Proinsias Ó Conaráin,5,12271,109516,,73625,709,"[104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Green Party,Eamon Ryan,4,7941,73066,,39703,313,"[4529, 102, 298, 348, 1328, 955, 1228, -847]","[4529, 4631, 4929, 5277, 6605, 7560, 8788, 7941]"
general election,2016,Dublin Bay South ,Fine Gael,Eoghan Murphy,4,7941,73066,,39703,313,"[6567, 28, 66, 32, 180, 987, 163, 0]","[6567, 6595, 6661, 6693, 6873, 7860, 8023, 8023]"
general election,2016,Dublin Bay South ,Fianna Fáil,Jim O'Callaghan,4,7941,73066,,39703,313,"[4575, 21, 78, 70, 205, 1020, 709, 243]","[4575, 4596, 4674, 4744, 4949, 5969, 6678, 6921]"
general election,2016,Dublin Bay South ,Fine Gael,Kate O'Connell,4,7941,73066,,39703,313,"[5399, 17, 67, 44, 246, 551, 122, 101]","[5399, 5416, 5483, 5527, 5773, 6324, 6446, 6547]"
general election,2016,Dublin Bay South ,Labour Party,Kevin Humphreys,4,7941,73066,,39703,313,"[4205, 22, 151, 102, 512, 399, 582, 248]","[4205, 4227, 4378, 4480, 4992, 5391, 5973, 6221]"
general election,2016,Dublin Bay South ,Sinn Féin,Chris Andrews,4,7941,73066,,39703,313,"[3774, 22, 161, 554, 377, 309, 0, 0]","[3774, 3796, 3957, 4511, 4888, 5197, 0, 0]"
general election,2016,Dublin Bay South ,Renua,Lucinda Creighton,4,7941,73066,,39703,313,"[4229, 23, 133, 160, 275, 0, 0, 0]","[4229, 4252, 4385, 4545, 4820, 0, 0, 0]"
general election,2016,Dublin Bay South ,Social Democrats,Gleanna Lynch,4,7941,73066,,39703,313,"[2652, 42, 255, 578, 0, 0, 0, 0]","[2652, 2694, 2949, 3527, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Anti-Austerity Alliance - People Before Profit,Annette Mooney,4,7941,73066,,39703,313,"[1728, 91, 330, 0, 0, 0, 0, 0]","[1728, 1819, 2149, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Independent,Mannix Flynn,4,7941,73066,,39703,313,"[1525, 123, 0, 0, 0, 0, 0, 0]","[1525, 1648, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Independent,Alan MacStiofain,4,7941,73066,,39703,313,"[235, 0, 0, 0, 0, 0, 0, 0]","[235, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Independent,Eoin Tierney,4,7941,73066,,39703,313,"[151, 0, 0, 0, 0, 0, 0, 0]","[151, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Independent,William DJ Gorman,4,7941,73066,,39703,313,"[97, 0, 0, 0, 0, 0, 0, 0]","[97, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Bay South ,Independent,John Dominic Keigher,4,7941,73066,,39703,313,"[37, 0, 0, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Sinn Féin,Mary Lou McDonald,3,5922,45747,23990,23686,304,"[5770, 10, 26, 19, 29, 162, 0, 0, -94, 0, 0]","[5770, 5780, 5806, 5825, 5854, 6016, 6016, 6016, 5922, 5922, 5922]"
general election,2016,Dublin Central ,Fine Gael,Paschal Donohoe,3,5922,45747,23990,23686,304,"[3226, 2, 3, 45, 117, 12, 75, 998, 3, 646, 320]","[3226, 3228, 3231, 3276, 3393, 3405, 3480, 4478, 4481, 5127, 5447]"
general election,2016,Dublin Central ,Independent,Maureen O'Sullivan,3,5922,45747,23990,23686,304,"[1990, 19, 49, 27, 96, 196, 415, 389, 33, 709, 1346]","[1990, 2009, 2058, 2085, 2181, 2377, 2792, 3181, 3214, 3923, 5269]"
general election,2016,Dublin Central ,Social Democrats,Gary Gannon,3,5922,45747,23990,23686,304,"[2307, 20, 60, 24, 190, 231, 285, 397, 35, 382, 1017]","[2307, 2327, 2387, 2411, 2601, 2832, 3117, 3514, 3549, 3931, 4948]"
general election,2016,Dublin Central ,Independent,Christy Burke,3,5922,45747,23990,23686,304,"[2406, 5, 7, 22, 12, 51, 319, 244, 17, 575, 0]","[2406, 2411, 2418, 2440, 2452, 2503, 2822, 3066, 3083, 3658, 0]"
general election,2016,Dublin Central ,Fianna Fáil,Mary Fitzpatrick,3,5922,45747,23990,23686,304,"[2508, 2, 7, 84, 31, 23, 155, 168, 6, 0, 0]","[2508, 2510, 2517, 2601, 2632, 2655, 2810, 2978, 2984, 0, 0]"
general election,2016,Dublin Central ,Labour Party,Joe Costello,3,5922,45747,23990,23686,304,"[2092, 10, 19, 11, 113, 36, 64, 0, 0, 0, 0]","[2092, 2102, 2121, 2132, 2245, 2281, 2345, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Independent,Cieran Perry,3,5922,45747,23990,23686,304,"[1242, 16, 36, 15, 24, 159, 0, 0, 0, 0, 0]","[1242, 1258, 1294, 1309, 1333, 1492, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Anti-Austerity Alliance - People Before Profit,Diana O'Dwyer,3,5922,45747,23990,23686,304,"[721, 28, 81, 15, 64, 0, 0, 0, 0, 0, 0]","[721, 749, 830, 845, 909, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Green Party,Ian Noel Smyth,3,5922,45747,23990,23686,304,"[644, 7, 23, 22, 0, 0, 0, 0, 0, 0, 0]","[644, 651, 674, 696, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Renua,Jacqui Gilbourne,3,5922,45747,23990,23686,304,"[330, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[330, 339, 339, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Workers' Party,Éilis Ryan,3,5922,45747,23990,23686,304,"[303, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[303, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Direct Democracy,Cormac McKay,3,5922,45747,23990,23686,304,"[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Independent,Kerry Guinan,3,5922,45747,23990,23686,304,"[58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Central ,Independent,William DJ Gorman,3,5922,45747,23990,23686,304,"[27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Fingal ,Fianna Fáil,Darragh O'Brien,5,10065,93486,,60388,462,"[10826, -761, 0, 0, 0, 0, 0, 0, 0, 0]","[10826, 10065, 10065, 10065, 10065, 10065, 10065, 10065, 10065, 10065]"
general election,2016,Dublin Fingal ,Independents 4 Change,Clare Daly,5,10065,93486,,60388,462,"[9480, 72, 275, 739, -501, 0, 0, 0, 0, 0]","[9480, 9552, 9827, 10566, 10065, 10065, 10065, 10065, 10065, 10065]"
general election,2016,Dublin Fingal ,Fine Gael,Alan Farrell,5,10065,93486,,60388,462,"[7514, 49, 64, 37, 8, 410, 162, 465, 260, 996]","[7514, 7563, 7627, 7664, 7672, 8082, 8244, 8709, 8969, 9965]"
general election,2016,Dublin Fingal ,Labour Party,Brendan Ryan,5,10065,93486,,60388,462,"[6009, 45, 71, 68, 17, 148, 442, 994, 630, 982]","[6009, 6054, 6125, 6193, 6210, 6358, 6800, 7794, 8424, 9406]"
general election,2016,Dublin Fingal ,Sinn Féin,Louise O'Reilly,5,10065,93486,,60388,462,"[5228, 18, 68, 307, 98, 139, 335, 272, 1446, 860]","[5228, 5246, 5314, 5621, 5719, 5858, 6193, 6465, 7911, 8771]"
general election,2016,Dublin Fingal ,Fine Gael,James Reilly,5,10065,93486,,60388,462,"[4666, 33, 36, 32, 2, 186, 304, 290, 207, 459]","[4666, 4699, 4735, 4767, 4769, 4955, 5259, 5549, 5756, 6215]"
general election,2016,Dublin Fingal ,Fianna Fáil,Lorraine Clifford-Lee,5,10065,93486,,60388,462,"[3359, 429, 83, 66, 16, 386, 366, 394, 496, 0]","[3359, 3788, 3871, 3937, 3953, 4339, 4705, 5099, 5595, 0]"
general election,2016,Dublin Fingal ,Independents 4 Change,Barry Martin,5,10065,93486,,60388,462,"[2412, 12, 270, 432, 278, 245, 649, 779, 0, 0]","[2412, 2424, 2694, 3126, 3404, 3649, 4298, 5077, 0, 0]"
general election,2016,Dublin Fingal ,Green Party,Joe O'Brien,5,10065,93486,,60388,462,"[2783, 19, 162, 141, 20, 305, 328, 0, 0, 0]","[2783, 2802, 2964, 3105, 3125, 3430, 3758, 0, 0, 0]"
general election,2016,Dublin Fingal ,Independent Alliance,Tony Murphy,5,10065,93486,,60388,462,"[2503, 17, 159, 184, 33, 208, 0, 0, 0, 0]","[2503, 2520, 2679, 2863, 2896, 3104, 0, 0, 0, 0]"
general election,2016,Dublin Fingal ,Renua,Gerry Molloy,5,10065,93486,,60388,462,"[2091, 48, 80, 107, 29, 0, 0, 0, 0, 0]","[2091, 2139, 2219, 2326, 2355, 0, 0, 0, 0, 0]"
general election,2016,Dublin Fingal ,Anti-Austerity Alliance - People Before Profit,Terry Kelleher,5,10065,93486,,60388,462,"[2067, 9, 134, 0, 0, 0, 0, 0, 0, 0]","[2067, 2076, 2210, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Fingal ,Independent,Roslyn Fuller,5,10065,93486,,60388,462,"[772, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[772, 775, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Fingal ,Independent,Marcus De Brun,5,10065,93486,,60388,462,"[627, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[627, 633, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Fingal ,Independent,Fergal O'Connell,5,10065,93486,,60388,462,"[51, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[51, 52, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Sinn Féin,Eoin Ó Broin,4,8621,69388,43515,43104,446,"[9782, -1161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9782, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621]"
general election,2016,Dublin Mid–West ,Fine Gael,Frances Fitzgerald,4,8621,69388,43515,43104,446,"[9028, 0, -407, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9028, 9028, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621, 8621]"
general election,2016,Dublin Mid–West ,Fianna Fáil,John Curran,4,8621,69388,43515,43104,446,"[6971, 83, 55, 5, 31, 35, 38, 56, 109, 302, 602, 1210]","[6971, 7054, 7109, 7114, 7145, 7180, 7218, 7274, 7383, 7685, 8287, 9497]"
general election,2016,Dublin Mid–West ,Anti-Austerity Alliance - People Before Profit,Gino Kenny,4,8621,69388,43515,43104,446,"[4629, 628, 13, 51, 10, 66, 77, 317, 540, 211, 956, 413]","[4629, 5257, 5270, 5321, 5331, 5397, 5474, 5791, 6331, 6542, 7498, 7911]"
general election,2016,Dublin Mid–West ,Social Democrats,Anne-Marie McNally,4,8621,69388,43515,43104,446,"[2633, 97, 17, 19, 7, 31, 63, 181, 187, 444, 781, 860]","[2633, 2730, 2747, 2766, 2773, 2804, 2867, 3048, 3235, 3679, 4460, 5320]"
general election,2016,Dublin Mid–West ,Independent Alliance,Paul Gogarty,4,8621,69388,43515,43104,446,"[2522, 71, 30, 23, 12, 42, 41, 122, 301, 476, 539, 0]","[2522, 2593, 2623, 2646, 2658, 2700, 2741, 2863, 3164, 3640, 4179, 0]"
general election,2016,Dublin Mid–West ,Fine Gael,Derek Keating,4,8621,69388,43515,43104,446,"[2337, 19, 193, 10, 44, 33, 17, 43, 29, 780, 0, 0]","[2337, 2356, 2549, 2559, 2603, 2636, 2653, 2696, 2725, 3505, 0, 0]"
general election,2016,Dublin Mid–West ,Labour Party,Joanna Tuffy,4,8621,69388,43515,43104,446,"[2146, 29, 77, 7, 52, 31, 13, 120, 40, 0, 0, 0]","[2146, 2175, 2252, 2259, 2311, 2342, 2355, 2475, 2515, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Independent,Francis Timmons,4,8621,69388,43515,43104,446,"[1085, 110, 5, 10, 4, 19, 85, 104, 0, 0, 0, 0]","[1085, 1195, 1200, 1210, 1214, 1233, 1318, 1422, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Workers' Party,Lorraine Hennessy,4,8621,69388,43515,43104,446,"[502, 51, 2, 13, 2, 14, 29, 0, 0, 0, 0, 0]","[502, 553, 555, 568, 570, 584, 613, 0, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Green Party,Tom Kivlehan,4,8621,69388,43515,43104,446,"[388, 17, 5, 3, 4, 13, 13, 0, 0, 0, 0, 0]","[388, 405, 410, 413, 417, 430, 443, 0, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Independent,Clare Leonard,4,8621,69388,43515,43104,446,"[358, 21, 4, 15, 5, 19, 0, 0, 0, 0, 0, 0]","[358, 379, 383, 398, 403, 422, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Independent,Patrick Akpoveta,4,8621,69388,43515,43104,446,"[288, 19, 4, 7, 25, 0, 0, 0, 0, 0, 0, 0]","[288, 307, 311, 318, 343, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Independent,Haroon Khan,4,8621,69388,43515,43104,446,"[268, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[268, 272, 273, 275, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Mid–West ,Direct Democracy,Christopher Healy,4,8621,69388,43515,43104,446,"[167, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[167, 179, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin North–West ,Social Democrats,Róisín Shortall,3,9253,60406,37472,37009,,"[10540, -1287, 0, 0, 0, 0, 0, 0, 0]","[10540, 9253, 9253, 9253, 9253, 9253, 9253, 9253, 9253]"
general election,2016,Dublin North–West ,Sinn Féin,Dessie Ellis,3,9253,60406,37472,37009,,"[7571, 153, 123, 37, 474, 566, 2714, -2385, 0]","[7571, 7724, 7847, 7884, 8358, 8924, 11638, 9253, 9253]"
general election,2016,Dublin North–West ,Fine Gael,Noel Rock,3,9253,60406,37472,37009,,"[4642, 199, 37, 194, 30, 145, 40, 144, 2132]","[4642, 4841, 4878, 5072, 5102, 5247, 5287, 5431, 7563]"
general election,2016,Dublin North–West ,Fianna Fáil,Paul McAuliffe,3,9253,60406,37472,37009,,"[4750, 212, 56, 106, 83, 194, 113, 427, 966]","[4750, 4962, 5018, 5124, 5207, 5401, 5514, 5941, 6907]"
general election,2016,Dublin North–West ,Labour Party,John Lyons,3,9253,60406,37472,37009,,"[2750, 206, 82, 301, 81, 319, 113, 429, 0]","[2750, 2956, 3038, 3339, 3420, 3739, 3852, 4281, 0]"
general election,2016,Dublin North–West ,Sinn Féin,Cathleen Carney Boud,3,9253,60406,37472,37009,,"[2437, 70, 65, 70, 141, 542, 0, 0, 0]","[2437, 2507, 2572, 2642, 2783, 3325, 0, 0, 0]"
general election,2016,Dublin North–West ,Anti-Austerity Alliance - People Before Profit,Andrew Keegan,3,9253,60406,37472,37009,,"[1434, 169, 262, 202, 458, 0, 0, 0, 0]","[1434, 1603, 1865, 2067, 2525, 0, 0, 0, 0]"
general election,2016,Dublin North–West ,Independent,Bernie Hughes,3,9253,60406,37472,37009,,"[1120, 62, 164, 109, 0, 0, 0, 0, 0]","[1120, 1182, 1346, 1455, 0, 0, 0, 0, 0]"
general election,2016,Dublin North–West ,Green Party,Caroline Conroy,3,9253,60406,37472,37009,,"[915, 115, 90, 0, 0, 0, 0, 0, 0]","[915, 1030, 1120, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin North–West ,Workers' Party,Jimmy Dignam,3,9253,60406,37472,37009,,"[692, 71, 0, 0, 0, 0, 0, 0, 0]","[692, 763, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin North–West ,Direct Democracy,Cormac McKay,3,9253,60406,37472,37009,,"[158, 30, 0, 0, 0, 0, 0, 0, 0]","[158, 188, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Dublin Rathdown ,Independent Alliance,Shane Ross,3,10275,62340,41325,41099,226,"[10202, 209, 0, 0, 0, 0]","[10202, 10411, 10411, 10411, 10411, 10411]"
general election,2016,Dublin Rathdown ,Fine Gael,Josepha Madigan,3,10275,62340,41325,41099,226,"[6668, 167, 345, 110, 1289, 909]","[6668, 6835, 7180, 7290, 8579, 9488]"
general election,2016,Dublin Rathdown ,Green Party,Catherine Martin,3,10275,62340,41325,41099,226,"[4122, 192, 498, 1293, 1150, 2166]","[4122, 4314, 4812, 6105, 7255, 9421]"
general election,2016,Dublin Rathdown ,Fine Gael,Alan Shatter,3,10275,62340,41325,41099,226,"[5905, 74, 216, 73, 1477, 699]","[5905, 5979, 6195, 6268, 7745, 8444]"
general election,2016,Dublin Rathdown ,Fianna Fáil,Mary White,3,10275,62340,41325,41099,226,"[4220, 105, 436, 404, 298, 0]","[4220, 4325, 4761, 5165, 5463, 0]"
general election,2016,Dublin Rathdown ,Labour Party,Alex White,3,10275,62340,41325,41099,226,"[4048, 32, 178, 178, 0, 0]","[4048, 4080, 4258, 4436, 0, 0]"
general election,2016,Dublin Rathdown ,Sinn Féin,Sorcha Nic Cormaic,3,10275,62340,41325,41099,226,"[2858, 38, 180, 0, 0, 0]","[2858, 2896, 3076, 0, 0, 0]"
general election,2016,Dublin Rathdown ,Independent,Peter Mathews,3,10275,62340,41325,41099,226,"[2021, 220, 0, 0, 0, 0]","[2021, 2241, 0, 0, 0, 0]"
general election,2016,Dublin Rathdown ,Renua,Alan Daveron,3,10275,62340,41325,41099,226,"[1055, 0, 0, 0, 0, 0]","[1055, 0, 0, 0, 0, 0]"
general election,2016,Dublin South–Central ,Sinn Féin,Aengus Ó Snodaigh,4,8572,74942,43551,42857,694,"[6639, 51, 25, 19, 193, 134, 2505, -994, 0, 0, 0]","[6639, 6690, 6715, 6734, 6927, 7061, 9566, 8572, 8572, 8572, 8572]"
general election,2016,Dublin South–Central ,Independents 4 Change,Joan Collins,4,8572,74942,43551,42857,694,"[6195, 108, 71, 87, 573, 632, 502, 450, 0, 0, -46]","[6195, 6303, 6374, 6461, 7034, 7666, 8168, 8618, 8618, 8618, 8572]"
